,0
0,0.8358263603108935
1,0.6277924546446593
2,0.7341420653419725
3,0.8014763745316305
4,0.823549645222316
5,0.8949888221807487
6,0.892259148302671
7,0.8829063462928207
8,0.8793585845956801
9,0.8604761747766897
10,0.8152328484884624
11,0.821563958749573
12,0.781665597904453
13,0.8039120642904846
14,0.7849443295227593
15,0.7530309337605854
16,0.7465445761096763
17,0.7323408583398526
18,0.73758587012854
19,0.7189369666121529
20,0.7219688347836096
21,0.7097462497811152
22,0.7226429196052777
23,0.7174623050764786
24,0.7291597975835205
25,0.7339167952332523
26,0.7513165704395484
27,0.7341376091928701
28,0.7520916774896809
29,0.7612964914438193
30,0.7627603618229554
31,0.7526343126364651
32,0.7364059090492662
33,0.7252235445857856
34,0.7276114901480146
35,0.7317114206676656
36,0.7389193542424196
37,0.7426079441346644
38,0.7484619784603078
39,0.756935229913118
40,0.7681008711937726
41,0.7706162091281998
42,0.7665519178292449
43,0.7690401086376197
44,0.7623280544590509
45,0.752781847653573
46,0.7426136781988654
47,0.7308627449862218
48,0.7343854326547278
49,0.7340337683716117
50,0.7321983506782668
51,0.7382024346319161
52,0.7313113029539211
53,0.7300631839347677
54,0.7211919125754355
55,0.7173954250990623
56,0.7132444901441262
57,0.7065670563593609
58,0.7012404492147221
59,0.7124272342842121
60,0.7066718615863835
61,0.718980021309396
62,0.723350585208379
63,0.728862734029942
64,0.7315646657746645
65,0.7274680817174916
66,0.7260531188156336
67,0.7286189338704633
68,0.7269830540179019
69,0.7269570211949005
70,0.7423924567736557
71,0.7370224255657776
72,0.736766312067022
73,0.7332004395792381
74,0.7316986646773638
75,0.7273061696573031
76,0.7285066448140041
77,0.7243372805608217
78,0.7265193948120462
79,0.7197586420107275
80,0.7158497751778605
81,0.7185196294606606
82,0.719468274311522
83,0.7191674631613116
84,0.7212614237588532
85,0.7235621855072335
86,0.7246574377403056
87,0.7276684584358081
88,0.7305378756823662
89,0.7310188270612836
90,0.7322991703175264
91,0.7333674613611362
92,0.7365310348580283
93,0.7323994154100211
94,0.7341663681275352
95,0.7284910530428212
96,0.7289555284571511
97,0.7251898838297594
98,0.7272353875040795
99,0.7243133856520101
100,0.722681592916289
101,0.7273427934936498
102,0.7275546867242937
103,0.7312515237886762
104,0.7349656071882208
105,0.7310150637209818
106,0.7277876037788996
107,0.7249155602921797
108,0.7229345540968006
109,0.723055539695095
110,0.722958818797474
111,0.7253901156278049
112,0.7266512515960958
113,0.7310522231213817
114,0.7279800957436472
115,0.7266368884197626
116,0.725096033736048
117,0.7265647505151678
118,0.7254790694944893
119,0.7229379871706759
120,0.7264404788044401
121,0.7225749606003328
122,0.721515988025274
123,0.7262170267489013
124,0.72217197286033
125,0.7196479356359976
126,0.7205970282771278
127,0.7183921322918438
128,0.7170034318587809
129,0.7152783762584478
130,0.713881597894723
131,0.7120998807300367
132,0.7167126561366615
133,0.7126031157742372
134,0.7119108372821744
135,0.7153974325567148
136,0.7206968830218627
137,0.7188734205170653
138,0.7165245691408872
139,0.7189884128080997
140,0.7187218782736732
141,0.7160390895732589
142,0.7140399015659564
143,0.7134581950891696
144,0.7134254528369075
145,0.7137542931762266
146,0.7121126313678083
147,0.7101943537929375
148,0.7117796037603482
149,0.7095006268779828
150,0.7114179826150643
151,0.7119771997817337
152,0.7123348443305072
153,0.7110305427386164
154,0.7101020523586332
155,0.7104113550395589
156,0.709891881245447
157,0.7089370196471464
158,0.7108585392136472
159,0.7100034185111961
160,0.7104266601210009
161,0.7090954919029249
162,0.7057515118930604
163,0.7079115763503854
164,0.705452514987711
165,0.7063811320499324
166,0.7101517401361134
167,0.7104159804290755
168,0.712013613049227
169,0.7116529122689861
170,0.7096989009754355
171,0.7092824552768614
172,0.7099714667809567
173,0.7143912027282171
174,0.7122334599583099
175,0.7089745027063233
176,0.7087807462455088
177,0.7098849767585064
178,0.7090487769681826
179,0.7100132001188411
180,0.7072001615578417
181,0.7042027900711099
182,0.7051746194348719
183,0.7048598018646282
184,0.7061084902569112
185,0.7042098645722162
186,0.7036994703054553
187,0.7014932090520368
188,0.6999055695985359
189,0.7012794419995024
190,0.6989389864603255
191,0.6977288668597583
192,0.6956132335047573
193,0.6945197416499902
194,0.6916960080418015
195,0.6909574725652641
196,0.6891920103864139
197,0.6883470552978501
198,0.6873506733622372
199,0.6875082819296974
200,0.6850678410609617
201,0.6834558628347024
202,0.6820293743762548
203,0.6815407412957922
204,0.6793915836739446
205,0.6791324451608843
206,0.6774433858728102
207,0.6808228721757905
208,0.6852902116643441
209,0.6862829170408551
210,0.6842992387555541
211,0.6820241043942097
212,0.6807620664853253
213,0.6852770713492435
214,0.684690258146046
215,0.6852936898761153
216,0.6828947752375942
217,0.6861842282466774
218,0.6869225000037917
219,0.6875686383711959
220,0.6870992718491219
221,0.6896548294260646
222,0.690085945758473
223,0.6918304575044475
224,0.6901877158716647
225,0.6909983056223595
226,0.6928421145678028
227,0.6934617563298525
228,0.6950451646543792
229,0.6944610545892634
230,0.6946539292575062
231,0.6949758249223428
232,0.6960316511014992
233,0.6976275415757186
234,0.6983050652572017
235,0.7020963455864737
236,0.7041950875440574
237,0.703193211044216
238,0.7022566443746157
239,0.7005789566852182
240,0.7000110336146179
241,0.7007990470286117
242,0.701501672225995
243,0.701315092920059
244,0.7008834324813455
245,0.7018222911157669
246,0.7014502117951673
247,0.7020400583289418
248,0.7022884494544895
249,0.703420929120276
250,0.7023457264303056
251,0.7023192602114624
252,0.7037344420664863
253,0.7039179012047416
254,0.7039124947318246
255,0.7036006796388599
256,0.7033731722713755
257,0.7025333807122389
258,0.7014592497449935
259,0.7001251989946724
260,0.6979744498290115
261,0.6973543356670721
262,0.6961346384926661
263,0.6985422989805898
264,0.6976913165590953
265,0.6959396886238206
266,0.6955295650169416
267,0.6935361051356115
268,0.6920843013302203
269,0.6925443661338396
270,0.6930380392623702
271,0.692827555312446
272,0.6928153654129854
273,0.6915707635649722
274,0.692527358458303
275,0.6913717933411974
276,0.6941667577119724
277,0.6952468264140386
278,0.6936456388003943
279,0.692735914598869
280,0.6937363374314428
281,0.6949974803353294
282,0.6937477269919265
283,0.6943501356525413
284,0.6951628518811626
285,0.6934852700226989
286,0.6947160613449057
287,0.6935436797705905
288,0.6932872129247145
289,0.6957369677989381
290,0.6959474694498816
291,0.6948299943451663
292,0.6950024544770949
293,0.6934241567885445
294,0.6943670967820431
295,0.6938103864758636
296,0.6948699885875824
297,0.6955673136425722
298,0.6975595240014631
299,0.6962893201656708
300,0.6997144615576644
301,0.6993935435534426
302,0.6980027057838654
303,0.6982563104423937
304,0.7005264237074252
305,0.6996766852888455
306,0.6987339720865184
307,0.6986685362636131
308,0.6973403580319658
309,0.6959874077241683
310,0.694283974682573
311,0.6971685313221235
312,0.6986876686138371
313,0.7001168039562042
314,0.7001280450262243
315,0.6999402926796666
316,0.7001411779758301
317,0.6986444255338751
318,0.69761878245541
319,0.6966389166050249
320,0.6973529089408372
321,0.6970244959970481
322,0.6967680320689892
323,0.6969575869664159
324,0.6954322896712968
325,0.6957801363206494
326,0.6965102309498262
327,0.6978243120512703
328,0.697514073774166
329,0.6964306270839549
330,0.6971963038739407
331,0.6972111810070629
332,0.6969985153790329
333,0.6958397247983061
334,0.6942276220484904
335,0.6939100499784298
336,0.6946480399712308
337,0.6930162902305598
338,0.6931561359937718
339,0.6937165219399549
340,0.6942186350999022
341,0.6938810613344357
342,0.6923373444068325
343,0.6919105369885
344,0.691046090143372
345,0.6913110468380056
346,0.6921967497238691
347,0.6929360882917004
348,0.6927891385232686
349,0.6928957302169564
350,0.6935850129616727
351,0.6921060819150384
352,0.6910024017794032
353,0.6906415074620956
354,0.6913840984514451
355,0.690348529297579
356,0.691206108297762
357,0.692838765957812
358,0.692096077933289
359,0.6919682534716151
360,0.6906434671944461
361,0.6899996335881458
362,0.6892411677517195
363,0.6880827824869589
364,0.6903088383456526
365,0.690800309629899
366,0.6898130575170246
367,0.6888947977527758
368,0.687894904572603
369,0.6890203701536349
370,0.6897311105070788
371,0.6906967681604256
372,0.6908716494891788
373,0.6909865360012243
374,0.69131761236546
375,0.6906154583085777
376,0.6920053519984203
377,0.6916044687003444
378,0.6927025558441747
379,0.6925156290084201
380,0.6930084665319246
381,0.6918338612794496
382,0.6912265462296272
383,0.6904598112216083
384,0.6891428377708119
385,0.6895385699676778
386,0.690174487120292
387,0.6916921319641727
388,0.6912993855813722
389,0.6902443719934122
390,0.6903523759785564
391,0.690270928867617
392,0.6924096287249193
393,0.6912623778730105
394,0.6911157129871556
395,0.6925059337900983
396,0.6937448978283701
397,0.6937615076861909
398,0.6934751294321344
399,0.6940496454653289
400,0.69327619377709
401,0.692853461043854
402,0.6923537720356883
403,0.6936768026471581
404,0.6935663327383149
405,0.6933297510585897
406,0.6921934147531636
407,0.6911117461160495
408,0.6917814371904905
409,0.6909358776917038
410,0.6910591666633481
411,0.6909152667656143
412,0.6908010535634395
413,0.6907623465136433
414,0.691061997367117
415,0.6909060596134937
416,0.6917229021480906
417,0.6907769595392893
418,0.6909134556050783
419,0.690132120649125
420,0.6897029650850627
421,0.6906791545325021
422,0.6904902016531022
423,0.6900086685591587
424,0.6895486146925774
425,0.6901911327640908
426,0.6897412622822054
427,0.688659741032573
428,0.6895284515488762
429,0.6900233069001369
430,0.6904677441906317
431,0.6909021433452496
432,0.6899465160525657
433,0.6900818947524728
434,0.690663134892212
435,0.6899374144465522
436,0.690363850581767
437,0.6913505353358697
438,0.6911540339327572
439,0.6927008054346865
440,0.6933956439573801
441,0.6933347862626119
442,0.6926973700487598
443,0.6944913936384361
444,0.6945432435087874
445,0.6953020720909436
446,0.6948893286404272
447,0.6953356755544084
448,0.695245272478789
449,0.6953294485068192
450,0.6959860150246091
451,0.6952792815315052
452,0.6943929101795321
453,0.6942130097408244
454,0.69468935285816
455,0.6941987720903929
456,0.6939844620276568
457,0.6938481161227406
458,0.6941196418057752
459,0.6942725630736492
460,0.6951817007249147
461,0.6962175425507225
462,0.6966761336272915
463,0.697016914244523
464,0.6973185861569082
465,0.6968575304708636
466,0.6958075363342846
467,0.6954700131784569
468,0.6954645810104049
469,0.6948572161024219
470,0.6944355565821394
471,0.695109786871399
472,0.6959426974000159
473,0.6956382695373008
474,0.6947775684508933
475,0.6968376705981217
476,0.6966791525721814
477,0.6962917801617358
478,0.6953921810250809
479,0.6949213044878652
480,0.6943188946608047
481,0.6953697114346208
482,0.6946442188549683
483,0.6948378596201096
484,0.6947451994204533
485,0.6953983562575115
486,0.6979616918322153
487,0.6979155058044668
488,0.6981157115800595
489,0.69898062151883
490,0.6996412814072599
491,0.6996846963895628
492,0.6999068783143325
493,0.6998640318088555
494,0.7000331772820002
495,0.6990829232059107
496,0.698773882276241
497,0.6979560800900266
498,0.6970805010820317
499,0.6970789546091268
500,0.6970599500815947
501,0.6960706260945048
502,0.696031128312467
503,0.6956869716151314
504,0.6955172178247867
505,0.6960158748758714
506,0.6965353061748403
507,0.6970066242159773
508,0.6960368111622971
509,0.6952943706553952
510,0.6958500862969478
511,0.6949411697926735
